Instances,SloppyGiuseppe,SauceTopping,Food,CheeseyVegetableTopping,Country,NonVegetarianPizza,OnionTopping,PizzaBase,PetitPoisTopping,AnchoviesTopping,RedOnionTopping,ThinAndCrispyPizza,GorgonzolaTopping,American,Caprina,Fiorentina,Spiciness,FishTopping,HotSpicedBeefTopping,MushroomTopping,ValuePartition,VegetarianPizza,PrinceCarlo,VegetarianTopping,HotGreenPepperTopping,HerbSpiceTopping,RealItalianPizza,Mushroom,SpinachTopping,FourSeasons,CaperTopping,GoatsCheeseTopping,SlicedTomatoTopping,PepperTopping,VegetableTopping,LeekTopping,AsparagusTopping,FourCheesesTopping,CajunSpiceTopping,DomainConcept,ParmesanTopping,ThinAndCrispyBase,Pizza,Capricciosa,Hot,Siciliana,IceCream,LaReine,RocketTopping,MeatTopping,Cajun,Giardiniera,VegetarianPizzaEquivalent2,SultanaTopping,AmericanHot,GreenPepperTopping,InterestingPizza,Napoletana,PeperoniSausageTopping,PrawnsTopping,PizzaTopping,Parmense,GarlicTopping,DeepPanBase,ParmaHamTopping,JalapenoPepperTopping,HamTopping,PeperonataTopping,Soho,TomatoTopping,Veneziana,PolloAdAstra,QuattroFormaggi,UnclosedPizza,MozzarellaTopping,OliveTopping,CheeseTopping,CheeseyPizza,Medium,ChickenTopping,SweetPepperTopping,ArtichokeTopping,SundriedTomatoTopping,SpicyTopping,VegetarianPizzaEquivalent1,NamedPizza,Mild,MixedSeafoodTopping,Rosa,NutTopping,SpicyPizzaEquivalent,PineKernels,TobascoPepperSauce,RosemaryTopping,Margherita,FruitTopping,MeatyPizza,SpicyPizza,FruttiDiMare
TomatoTopping_1,0.352902025,0.648405194,0.997939885,0.996000469,0.998187602,0.946052074,0.544801533,0.800968885,0.546352208,0.88666445,0.997838557,0.997114778,0.77299571,0.440515876,0.352945775,0.270723164,0.997684956,0.689754784,0.779406369,0.491814345,0.883196294,0.795436025,0.404718399,0.997555733,0.995887578,0.706945419,0.996650398,0.310134381,0.475925207,0.315625727,0.509147167,0.726244807,0.964070976,0.584525943,0.986508787,0.539489806,0.436011285,0.75178206,0.897950888,0.953413725,0.718207479,0.914061189,0.94138515,0.370385379,0.917986751,0.275170207,0.651142657,0.321489632,0.502357244,0.841857314,0.382360399,0.343993932,0.99670285,0.995905519,0.294935912,0.834671676,0.998350978,0.365084618,0.799240828,0.767017841,0.980169594,0.415635407,0.536037982,0.980164349,0.996588826,0.726654053,0.897111416,0.89581418,0.423586428,0.94074285,0.332867682,0.253116131,0.364479184,0.397801697,0.994263232,0.567931712,0.771691263,0.995799601,0.870487988,0.78218025,0.760118484,0.485389143,0.846303523,0.996032655,0.997098327,0.997466445,0.988803208,0.88777864,0.33876586,0.671347618,0.996448874,0.99318862,0.996107757,0.914915323,0.419361174,0.601025641,0.99746263,0.996895075,0.305392861
ThinAndCrispyPizza_1,0.40057826,0.668066978,0.997898459,0.996013403,0.998166144,0.949663103,0.554784596,0.800046623,0.560586393,0.879768074,0.997817993,0.997081697,0.787730455,0.423401743,0.364750832,0.259103894,0.997662902,0.693023443,0.787621796,0.468206942,0.888596714,0.813379645,0.453211069,0.997474968,0.995882034,0.753853679,0.996575534,0.310425162,0.465908825,0.346066058,0.518341005,0.717775464,0.964608312,0.565224171,0.986737072,0.501129866,0.471553296,0.7682814,0.899579227,0.953002453,0.730691791,0.919966698,0.942665637,0.330115139,0.921635568,0.307059944,0.674824119,0.318231463,0.471784741,0.843575537,0.391706496,0.331520557,0.99666363,0.995739222,0.300041258,0.81626004,0.998286188,0.346842974,0.795662761,0.774591982,0.979438663,0.395097643,0.603756666,0.980517447,0.996469855,0.75459516,0.896841228,0.890656412,0.3809883,0.936062336,0.326066822,0.261365712,0.360914975,0.376155913,0.994242132,0.57466495,0.780376256,0.995686531,0.858282685,0.797873497,0.789805532,0.472824901,0.858862698,0.995825052,0.997003257,0.997555971,0.988581002,0.884217978,0.310953289,0.644611716,0.996465802,0.993049383,0.995939374,0.909735382,0.383412331,0.620470643,0.997502029,0.9968189,0.327952296
MixedSeafoodTopping_1,0.311266392,0.628824353,0.998028219,0.996118307,0.998273969,0.943871379,0.548428655,0.81390202,0.472153187,0.892692089,0.997946203,0.99728477,0.778856158,0.374788702,0.388407946,0.218483329,0.997806251,0.660551965,0.763600051,0.406560302,0.893102109,0.813126862,0.479338735,0.997697055,0.996060193,0.699119151,0.996722162,0.368253529,0.418110132,0.358965069,0.463839084,0.740877867,0.96175456,0.624375165,0.986170053,0.472269088,0.482397437,0.747965157,0.89921385,0.95886004,0.6723001,0.918455958,0.945293367,0.293609887,0.912005961,0.248212278,0.640031934,0.307911664,0.427110583,0.838246703,0.389261097,0.313600332,0.996851981,0.996080935,0.335515231,0.808621883,0.998421669,0.404408991,0.804820597,0.726026356,0.979302108,0.401037842,0.56073159,0.978276312,0.996729493,0.749078929,0.909122109,0.894546688,0.368618816,0.937250853,0.334271461,0.270207256,0.360146672,0.325486869,0.994543195,0.5906744,0.770684779,0.995828807,0.884815276,0.809272885,0.73737359,0.554126084,0.85585779,0.996269226,0.997222781,0.99756217,0.989142299,0.901817381,0.32859093,0.65492487,0.996609211,0.99303472,0.996274471,0.926045775,0.382573068,0.658725202,0.997626603,0.997028291,0.291491121
PepperTopping_1,0.330311507,0.575847566,0.997719228,0.995637476,0.998009741,0.93656987,0.563746154,0.819129348,0.497527838,0.87819773,0.997559786,0.996642351,0.780703962,0.345157981,0.39340961,0.267170995,0.997329235,0.659480751,0.764730036,0.392187595,0.901955783,0.80554527,0.461983413,0.997346759,0.995458603,0.705810189,0.996217549,0.383967131,0.420757473,0.343265235,0.481864303,0.696496844,0.954155862,0.699334681,0.98387593,0.489390939,0.557666779,0.764662266,0.885426223,0.954637647,0.682903886,0.90601027,0.942445993,0.302862942,0.898645222,0.257080853,0.59848702,0.313990861,0.424865186,0.83477658,0.330024332,0.401681572,0.996391833,0.995406628,0.335750699,0.788310111,0.998127401,0.320649296,0.753738284,0.729633093,0.979435205,0.436275512,0.512683451,0.976842761,0.996265471,0.747191489,0.89788115,0.903883934,0.336560756,0.922142208,0.335692614,0.25105077,0.401489139,0.390605301,0.993603766,0.540178657,0.762319684,0.995290041,0.861409068,0.803129256,0.711848676,0.529268622,0.857098997,0.995215774,0.996709824,0.997171462,0.98769486,0.885573208,0.339752942,0.660151005,0.996091068,0.992416739,0.995682001,0.919814885,0.335352004,0.670228064,0.99721849,0.996558487,0.270466059
GorgonzolaTopping_1,0.376361072,0.653262138,0.997868419,0.995751739,0.998230994,0.951981008,0.550054491,0.834631205,0.534797072,0.901621401,0.997793913,0.997073293,0.835800946,0.38926509,0.377281427,0.291328758,0.997639179,0.699413717,0.785098612,0.485797763,0.891150653,0.813993931,0.47836104,0.997528732,0.995777249,0.740884602,0.996492684,0.332473546,0.499956787,0.396099269,0.52601707,0.740945518,0.967639387,0.585253596,0.986433506,0.518934071,0.508700967,0.779764235,0.91357249,0.95616436,0.708477795,0.919019341,0.945438147,0.314788282,0.922905445,0.325751483,0.710368872,0.307116717,0.481783718,0.853625178,0.445530742,0.334895343,0.996633828,0.995791554,0.333820641,0.807391524,0.998304844,0.372700781,0.793073952,0.779951811,0.980544686,0.428656548,0.609178305,0.980399489,0.996493876,0.780315042,0.908540606,0.893365979,0.387761086,0.935837507,0.352178425,0.26148808,0.390858948,0.446542054,0.994295299,0.646522462,0.806497574,0.995674193,0.863411009,0.827967048,0.799493432,0.479914397,0.8711918,0.995993733,0.996848285,0.997416139,0.988031864,0.877644181,0.342399389,0.680199504,0.996339083,0.992742062,0.995999455,0.926813364,0.378990769,0.614335537,0.997448325,0.996808589,0.325982809
CheeseyVegetableTopping_1,0.363222778,0.621280193,0.997753561,0.995729148,0.99806267,0.94795841,0.506890833,0.812031269,0.535303891,0.886231661,0.997664332,0.996790588,0.791985333,0.317932904,0.316489041,0.263596982,0.997443557,0.664637387,0.769066334,0.446819842,0.889042735,0.803588331,0.425622314,0.997367799,0.995527327,0.721039534,0.996291518,0.308996558,0.440610677,0.331192404,0.526859164,0.731756806,0.963716984,0.580690682,0.985755205,0.525041461,0.504246593,0.767159462,0.897516668,0.951826632,0.72053057,0.906912625,0.937812805,0.294742346,0.916415572,0.267090678,0.636168301,0.282947183,0.446732938,0.840598166,0.372381717,0.334126025,0.99643445,0.995536804,0.32134822,0.805865705,0.998175263,0.298559904,0.765930295,0.739861786,0.979026675,0.410478026,0.519656956,0.97910893,0.996227264,0.745089471,0.89495039,0.898193121,0.331264019,0.931070924,0.332648158,0.230861589,0.353298455,0.400852442,0.993751347,0.578645349,0.78069365,0.995428562,0.8390522,0.792678237,0.764781415,0.431814313,0.869601905,0.995464385,0.996751428,0.997331619,0.987879813,0.88341105,0.316197187,0.639397383,0.996210933,0.992417216,0.995704353,0.913783371,0.340420991,0.611854196,0.997257531,0.996599615,0.291975021
SpinachTopping_1,0.414333075,0.624420464,0.997557998,0.994994342,0.998011947,0.950819194,0.586486757,0.818855047,0.533275604,0.894568622,0.99747771,0.996632755,0.802959919,0.40930444,0.36321798,0.342237532,0.997284651,0.702541232,0.797552705,0.499130458,0.892982721,0.798912466,0.504817665,0.997198939,0.995219171,0.716952384,0.995934367,0.32335344,0.603559434,0.387448013,0.51096642,0.721186638,0.962823868,0.561586261,0.984306574,0.510547161,0.523186147,0.782738984,0.894545734,0.948281348,0.696336806,0.912893474,0.936736345,0.37315014,0.918721974,0.358341455,0.691010654,0.344204783,0.468425035,0.817287207,0.414846927,0.335101336,0.996188581,0.995229363,0.297922641,0.78082633,0.998038709,0.358243495,0.785795212,0.770499229,0.978389502,0.412881345,0.607874811,0.978664279,0.99596715,0.769811928,0.896650434,0.879394293,0.361682564,0.927890182,0.337337017,0.273267359,0.428591907,0.482867777,0.99329859,0.62833935,0.795973957,0.995174885,0.857594788,0.800494075,0.78780055,0.446630478,0.854858637,0.995432138,0.996344149,0.997054458,0.986435175,0.857091904,0.358529598,0.664230466,0.995815217,0.991625488,0.995455146,0.903630614,0.348344445,0.628105402,0.997145951,0.996365905,0.345684707
PizzaBase_1,0.340138406,0.585918546,0.997592747,0.995288134,0.997996271,0.942746878,0.539599061,0.85148412,0.511896431,0.901179314,0.997500598,0.996649444,0.798156023,0.377827644,0.408981502,0.255723238,0.997323215,0.683380604,0.771569312,0.439586401,0.89534831,0.787482083,0.479333311,0.997197032,0.995222867,0.721761703,0.996046603,0.336593479,0.473596364,0.384922385,0.525131881,0.708442211,0.957266331,0.624969542,0.983911037,0.517991722,0.511522055,0.769102693,0.899302781,0.951407671,0.678261757,0.900260627,0.938349783,0.279093295,0.910381854,0.278073996,0.664270639,0.310367197,0.450399131,0.843131781,0.389838099,0.340582192,0.996183217,0.995217562,0.331241846,0.821628034,0.998058498,0.332397789,0.763282835,0.738230228,0.978566527,0.421861798,0.54174912,0.97926271,0.995985329,0.751891494,0.903241873,0.900910974,0.369579524,0.927108943,0.352877736,0.273188859,0.41252774,0.411772251,0.993207514,0.637988985,0.801897585,0.995107532,0.862994552,0.823794425,0.765562356,0.537253201,0.855297744,0.995289326,0.996533036,0.997028887,0.986796975,0.874482334,0.337390363,0.683945477,0.995874822,0.99185729,0.99544394,0.916230738,0.351709038,0.636711299,0.997144997,0.996293128,0.315809488
VegetarianTopping_1,0.35046351,0.629406214,0.997797012,0.995684862,0.998077512,0.946228802,0.574777484,0.812886298,0.543123722,0.890827179,0.997712612,0.996911228,0.789821267,0.414799422,0.378190935,0.299938381,0.997550189,0.677309096,0.779930472,0.455223322,0.891237378,0.815677285,0.449746847,0.997438788,0.995612979,0.724147022,0.996371508,0.371372193,0.435457051,0.367964417,0.475277662,0.705980361,0.964948297,0.623277485,0.985590458,0.486821204,0.513571322,0.756331503,0.896360517,0.953788579,0.707586348,0.918765247,0.943511069,0.332268327,0.9144333,0.310226411,0.655708671,0.341630757,0.488060325,0.848763824,0.394897908,0.38741228,0.996503115,0.995622337,0.327788115,0.803212941,0.998218358,0.391057014,0.786576867,0.757850111,0.979361236,0.456190646,0.589980066,0.980071366,0.9963153,0.754060268,0.904760838,0.891716957,0.397506565,0.933534682,0.370848298,0.299940407,0.401491791,0.408580631,0.99404031,0.583691597,0.778798878,0.995516241,0.863165975,0.821303546,0.764019608,0.516096056,0.8581568,0.995789826,0.996851385,0.997291505,0.988110304,0.884457946,0.360414386,0.676956832,0.996224165,0.99230957,0.995829642,0.922124803,0.414097577,0.652308345,0.997381389,0.996665537,0.322497517
SpicyPizzaEquivalent_1,0.332600623,0.623321176,0.997993469,0.995976031,0.998249054,0.943726778,0.595981836,0.817796946,0.536263108,0.891885519,0.99791652,0.997193635,0.787656307,0.439333856,0.371435314,0.310701758,0.997764826,0.701969326,0.764100671,0.454343528,0.897232413,0.807596385,0.420786291,0.997663856,0.996003449,0.705913246,0.996675611,0.333983481,0.453866333,0.329749405,0.504481375,0.689361393,0.964116037,0.642531276,0.986793578,0.521119773,0.471011221,0.77940917,0.896520019,0.955675364,0.706365645,0.916580617,0.945738494,0.355335355,0.91206336,0.304827571,0.654925287,0.336035579,0.456143171,0.843738794,0.35675171,0.384232134,0.996814311,0.996011853,0.351748616,0.823623836,0.99836117,0.370786965,0.777383804,0.777205288,0.980816305,0.442821741,0.559489191,0.981424391,0.996629059,0.746378779,0.909060359,0.898992538,0.405740172,0.938091755,0.356635571,0.260667413,0.404522777,0.404205114,0.994372964,0.584383011,0.778478146,0.995915115,0.866533995,0.803995609,0.768121898,0.51561904,0.840684474,0.995982409,0.997128427,0.997528255,0.989140391,0.884784281,0.348301291,0.67792058,0.996560276,0.993005455,0.99620074,0.922023356,0.380479187,0.627152801,0.997612834,0.996959805,0.279741108
ValuePartition_1,0.378564268,0.601372421,0.9977718,0.995536089,0.998055577,0.944885433,0.599744678,0.80643487,0.583513021,0.880030274,0.997686505,0.996876001,0.778747201,0.383922756,0.366951585,0.297569752,0.997522175,0.684158385,0.792383373,0.42604813,0.912648141,0.809047103,0.495211363,0.997401357,0.99556303,0.722843647,0.996321082,0.307775497,0.482477963,0.342060626,0.485957563,0.682856023,0.962652862,0.607155502,0.985477388,0.495603234,0.537288666,0.768279016,0.891809106,0.949287176,0.707337916,0.910649478,0.938161671,0.369314075,0.914288104,0.303666532,0.6998927,0.358033895,0.420987964,0.826090336,0.371519387,0.360662103,0.996462882,0.995572448,0.288871795,0.802917719,0.998180151,0.335257322,0.750769019,0.76312387,0.978705943,0.470305622,0.525377572,0.979831755,0.996257424,0.752037406,0.904335797,0.889151275,0.396272391,0.928821146,0.339105368,0.263993084,0.389670044,0.427597612,0.993853688,0.578668475,0.787264526,0.995464504,0.868021727,0.781901896,0.754043043,0.496995956,0.853474259,0.995708585,0.996736467,0.997257531,0.987736523,0.877870083,0.325883329,0.643161118,0.996181011,0.99223727,0.995782137,0.901192486,0.34828341,0.628924906,0.997351527,0.99662739,0.324081033
TobascoPepperSauce_1,0.321319014,0.624492943,0.997811258,0.995748818,0.998099983,0.946959198,0.536982417,0.835407734,0.503910422,0.901103616,0.997722328,0.996984422,0.806056082,0.390215039,0.351715416,0.277016342,0.997580409,0.693429232,0.768682659,0.447486073,0.890169621,0.802416742,0.451213896,0.997446179,0.995631695,0.724852622,0.996429384,0.338757634,0.445778579,0.352538109,0.511765301,0.733489394,0.963407755,0.628204763,0.985607505,0.504999936,0.483549565,0.753422737,0.905671775,0.956633568,0.703351438,0.911847055,0.940953314,0.297136754,0.913939953,0.276503235,0.641655982,0.32302022,0.471810728,0.85667187,0.389678419,0.339109629,0.996517658,0.995647967,0.345741361,0.815580368,0.998246908,0.363606066,0.779910624,0.742181838,0.980086565,0.421248853,0.561864316,0.979858279,0.996374071,0.751320362,0.909309745,0.904372275,0.387136668,0.934546292,0.351894826,0.273035198,0.373947382,0.390183568,0.993903816,0.626685262,0.788742602,0.995535374,0.863884509,0.821739137,0.772189975,0.494121283,0.861934543,0.995821714,0.996908367,0.99729234,0.988151968,0.887249649,0.356721461,0.681187451,0.996240139,0.992702007,0.995862722,0.922445118,0.383074075,0.641362786,0.997392535,0.996699631,0.306150764
NutTopping_1,0.325280458,0.631519437,0.997903943,0.99582541,0.998277068,0.945753455,0.536381125,0.831834614,0.540223122,0.895559669,0.997843623,0.997126162,0.820056558,0.360057235,0.403922081,0.271327227,0.99765414,0.703780532,0.747578144,0.454865009,0.890111148,0.825620651,0.426093876,0.997582078,0.995863914,0.725662231,0.996515989,0.339166462,0.440385073,0.375500262,0.52693218,0.732316256,0.965316951,0.625860155,0.986297965,0.555328965,0.48143819,0.786043346,0.904745042,0.954748988,0.681666076,0.918182313,0.943024635,0.299654663,0.918144703,0.274341166,0.64158076,0.299702227,0.471313477,0.855343103,0.383397967,0.350998819,0.996702969,0.995872676,0.370350718,0.833657444,0.998329461,0.369915694,0.802797854,0.764727294,0.98132515,0.366326511,0.565116465,0.980587006,0.996544421,0.759422183,0.916101336,0.909907043,0.353923053,0.936594009,0.383451104,0.257329047,0.399014354,0.371087104,0.99420011,0.5910393,0.792661726,0.995772541,0.853133738,0.820240974,0.778268576,0.491271824,0.866462469,0.995877385,0.997060478,0.997453153,0.988780737,0.888975739,0.350717843,0.752992809,0.996440113,0.992846429,0.99606812,0.925982118,0.419938117,0.634810567,0.997515798,0.996856332,0.300662309
CaperTopping_1,0.398889005,0.626198828,0.99747014,0.99536562,0.997872949,0.947358668,0.541367352,0.831014276,0.567429125,0.883947432,0.997369289,0.99649483,0.804609776,0.348779887,0.367737859,0.294952512,0.997192919,0.685998976,0.799299955,0.503101051,0.899198472,0.810991228,0.504367232,0.997004926,0.995003641,0.749876261,0.995900095,0.320425361,0.504399121,0.378784955,0.596595168,0.737232924,0.961931884,0.614463985,0.984704494,0.573904812,0.533527434,0.792830646,0.902881026,0.948638678,0.709807754,0.910941005,0.935030341,0.34670347,0.920453668,0.300818056,0.695004642,0.308547139,0.490213722,0.836546004,0.389589012,0.346095383,0.996005356,0.994932234,0.335417062,0.819162071,0.997984767,0.32662186,0.781935453,0.767502904,0.977637053,0.433814108,0.574148953,0.977843583,0.995827258,0.763224781,0.901976228,0.890634656,0.364428818,0.927136719,0.361675262,0.268006384,0.383606672,0.470481187,0.993315876,0.602534056,0.804068685,0.994819343,0.850988507,0.814225674,0.792233884,0.489356905,0.870365262,0.995079994,0.996362865,0.997042239,0.986389935,0.881117821,0.330530256,0.68683666,0.995754123,0.991602957,0.995166421,0.910938561,0.371849656,0.646170318,0.996934295,0.996153176,0.339625686
Pizza_1,0.361798316,0.656894028,0.997966945,0.995961487,0.998212814,0.951259732,0.559571087,0.825009942,0.538638771,0.894636571,0.997880995,0.99713552,0.799269319,0.41482842,0.360479087,0.232906103,0.997722328,0.690546274,0.80200547,0.456914574,0.899609745,0.802647829,0.447434604,0.997646034,0.995973051,0.739028931,0.996643424,0.318975121,0.446379572,0.348037273,0.503644884,0.716819823,0.965882778,0.618513048,0.986771643,0.500847101,0.511805236,0.782248735,0.907812595,0.95761776,0.742633998,0.922934294,0.950570405,0.336833566,0.921467602,0.294672787,0.658887267,0.333612382,0.467319638,0.849074304,0.376626432,0.347155988,0.996798456,0.995951533,0.312306434,0.816482306,0.998331368,0.348806858,0.79862237,0.770957053,0.980434597,0.430078417,0.576896369,0.982268214,0.996568561,0.746562302,0.904334903,0.890111744,0.374613583,0.936685205,0.340412498,0.25148508,0.381028026,0.395734757,0.994621634,0.568787694,0.799067259,0.995875776,0.875988424,0.809135795,0.751601636,0.529462874,0.863191128,0.996061504,0.997107565,0.997471869,0.989023447,0.889509916,0.326816261,0.658599675,0.996511757,0.992994964,0.996109664,0.922997475,0.3897461,0.657981038,0.99760735,0.996922314,0.314960182
ParmesanTopping_1,0.374729276,0.68496418,0.997740149,0.995545864,0.99802798,0.935364842,0.621292651,0.796383142,0.636957228,0.871275485,0.99758482,0.996662378,0.780750275,0.420964956,0.368341565,0.319062889,0.997317731,0.692605436,0.761331379,0.508915424,0.886759281,0.777659535,0.390447885,0.997374892,0.995581329,0.68964994,0.996325433,0.310124993,0.490336478,0.299791664,0.518786132,0.663753629,0.958907247,0.618869722,0.985150158,0.558746278,0.499220639,0.746168196,0.89150089,0.949524224,0.805577695,0.905940056,0.939830959,0.422732621,0.904573143,0.342014104,0.666599393,0.339339316,0.487061739,0.852346182,0.346878648,0.420482695,0.996415734,0.995497465,0.320254952,0.817932129,0.998154223,0.36783728,0.736641109,0.774863601,0.978384137,0.48736611,0.556673646,0.977994382,0.996204317,0.730500281,0.890896916,0.891519547,0.436509311,0.929969132,0.356853485,0.249140248,0.361315429,0.444599241,0.993589878,0.540124118,0.76695478,0.995399773,0.840012193,0.754558861,0.75314635,0.509878755,0.824600637,0.995135844,0.996743917,0.997294247,0.987519026,0.88138783,0.33107686,0.672851324,0.99612987,0.99254179,0.995722294,0.912728846,0.407560855,0.590502679,0.9971053,0.99650228,0.262909532
ParmaHamTopping_1,0.309968233,0.645676851,0.997917593,0.995842278,0.998182833,0.946476698,0.574162185,0.826807261,0.538366914,0.900849879,0.997837842,0.997108161,0.806613624,0.367031068,0.395567477,0.257554919,0.99768424,0.70242691,0.769921362,0.438306957,0.897560418,0.803111553,0.493330747,0.997592211,0.995852709,0.715779126,0.996575773,0.323298544,0.456576169,0.368883938,0.481256783,0.738583446,0.964733958,0.625190079,0.98655659,0.528213203,0.503204703,0.751355469,0.904222548,0.956193268,0.706047833,0.915467858,0.942492485,0.324365228,0.915112138,0.246873975,0.66647166,0.327820063,0.448193431,0.849658608,0.422481596,0.349662393,0.996712089,0.995861471,0.339573443,0.808644533,0.998318851,0.375993073,0.801454306,0.764047265,0.979781628,0.428993344,0.56216538,0.980343223,0.996522784,0.776403487,0.910965025,0.903151274,0.397524118,0.936080098,0.34916839,0.278044522,0.384652436,0.378706902,0.994175136,0.6426422,0.788398921,0.995761096,0.878850043,0.811756968,0.771444142,0.521542251,0.852711916,0.996026754,0.996945918,0.99742955,0.988449156,0.883871078,0.367169112,0.676702201,0.996430576,0.992876828,0.99605751,0.921569526,0.382801771,0.632387519,0.997516751,0.99686408,0.330317289
SlicedTomatoTopping_1,0.369533032,0.648394346,0.997957468,0.996038556,0.998209596,0.948973417,0.554576695,0.816654265,0.525045872,0.899829149,0.997869611,0.997140527,0.79939729,0.376216322,0.347357661,0.278782904,0.997735977,0.678280711,0.780430436,0.47079879,0.894092917,0.819178343,0.467022985,0.997611165,0.995913565,0.739033937,0.996651113,0.330387086,0.471733361,0.381822199,0.512144864,0.720615506,0.969772756,0.569467664,0.98686558,0.474131405,0.48937273,0.764826775,0.900498748,0.955230951,0.693216264,0.919306636,0.944291174,0.296362549,0.919867456,0.303904384,0.695101202,0.303609818,0.485631764,0.850511551,0.440443605,0.313485384,0.996742666,0.995927274,0.310062915,0.80206573,0.99835974,0.391343147,0.795474827,0.759707808,0.980345905,0.420474023,0.620378673,0.980990648,0.996606946,0.772556067,0.910406768,0.893041074,0.366870552,0.937271059,0.322435349,0.260215551,0.384594023,0.424275845,0.994359553,0.60883671,0.787405133,0.995819807,0.871380031,0.821429431,0.789852679,0.46415633,0.861985207,0.996123016,0.997041643,0.99752003,0.988743544,0.887585223,0.319573253,0.674910724,0.996483088,0.99292165,0.996115565,0.921988666,0.362775475,0.617154956,0.997561097,0.996911705,0.339702427
Italy,0.376607805,0.635772467,0.997823119,0.995744288,0.998196185,0.95292908,0.551892638,0.820309579,0.559969187,0.898362577,0.997739673,0.996951938,0.805083573,0.37043795,0.382014096,0.293114424,0.997579157,0.670401275,0.78873837,0.470151365,0.900147736,0.815507054,0.496197104,0.997464538,0.995664895,0.747062922,0.996405602,0.335823983,0.506363153,0.347747982,0.539038241,0.736311197,0.964560807,0.587850273,0.986099422,0.527303278,0.525286138,0.785131335,0.903353393,0.951271713,0.707859874,0.91863358,0.941033959,0.329750925,0.923110485,0.300740063,0.692419708,0.315197557,0.460941404,0.836461186,0.383491695,0.360522896,0.996544182,0.995674074,0.309542716,0.809442163,0.998222053,0.329272896,0.791493714,0.768825829,0.980923653,0.432935506,0.583646119,0.980050504,0.996343315,0.776743293,0.902424932,0.897363305,0.381461561,0.93178004,0.349453211,0.266786039,0.391190141,0.435555726,0.994039059,0.599956393,0.796543419,0.99556917,0.860104263,0.813275933,0.791933835,0.475751489,0.865408301,0.995807052,0.996808112,0.997394562,0.988035738,0.884137392,0.324634463,0.684054136,0.996308506,0.992414892,0.995878935,0.91180563,0.363611132,0.627507389,0.997412503,0.996704996,0.320398897
RocketTopping_1,0.392089635,0.676370561,0.997635126,0.99533999,0.997936249,0.94248569,0.531112134,0.807332575,0.527455807,0.876579463,0.997544587,0.996692657,0.775111854,0.42472738,0.333228081,0.297349155,0.997370124,0.650548577,0.77022481,0.513892174,0.876287222,0.790851831,0.439727932,0.997174859,0.995291471,0.708176732,0.996095836,0.313473731,0.460314929,0.351259619,0.523363292,0.703418434,0.964644551,0.580915928,0.984743655,0.519549549,0.434768319,0.734483421,0.884381592,0.944675922,0.711099744,0.909174621,0.933907986,0.35295397,0.913588285,0.333756655,0.661746383,0.303136319,0.611728728,0.837745488,0.429093331,0.354842603,0.996246159,0.995233715,0.311499745,0.810724437,0.998075008,0.401294023,0.792377234,0.741254508,0.977087259,0.431734174,0.623241842,0.978647232,0.996028185,0.719366252,0.892348707,0.880699098,0.392513335,0.92936641,0.319711536,0.266886652,0.335656464,0.485461473,0.993475735,0.540524423,0.761275411,0.995174825,0.860127807,0.793151617,0.770861685,0.481051356,0.840166926,0.995271623,0.996525586,0.997169554,0.986845493,0.872832656,0.325155497,0.644026816,0.99598664,0.991990149,0.995500267,0.904443622,0.400697619,0.60070622,0.997189105,0.99642086,0.333886683
ThinAndCrispyBase_1,0.406207919,0.647898018,0.998006403,0.996058822,0.998260319,0.953658164,0.606608212,0.811230302,0.558213055,0.89167583,0.99793005,0.997211754,0.778464556,0.416517645,0.369674563,0.28991729,0.997783005,0.695158482,0.794843078,0.459304392,0.905681551,0.824907839,0.500124514,0.997685552,0.996029258,0.75419575,0.996707916,0.356651664,0.463328034,0.365131855,0.495033026,0.720594823,0.969969749,0.607120335,0.986860096,0.498913616,0.522040248,0.783241868,0.898886859,0.953559279,0.7145226,0.933083594,0.948620856,0.353986979,0.924557686,0.340889245,0.697116971,0.356221348,0.496818304,0.837774515,0.421038359,0.35380435,0.996839523,0.996037602,0.291819096,0.803983808,0.998371899,0.369846761,0.813356221,0.79183948,0.981149197,0.439473838,0.61175096,0.982646585,0.996650875,0.771337807,0.904999435,0.892279923,0.39198783,0.939562976,0.332626671,0.275098532,0.387268394,0.433996081,0.994577169,0.575905561,0.789502203,0.995941579,0.883319676,0.804138184,0.784116149,0.501652598,0.857234776,0.996159554,0.997123301,0.997540832,0.989163041,0.891679645,0.343744129,0.649185002,0.996582568,0.993200719,0.996225357,0.913786352,0.388976932,0.657381952,0.997646153,0.996982157,0.347007453
