Instances,SloppyGiuseppe,SauceTopping,Food,CheeseyVegetableTopping,Country,NonVegetarianPizza,OnionTopping,PizzaBase,PetitPoisTopping,AnchoviesTopping,RedOnionTopping,ThinAndCrispyPizza,GorgonzolaTopping,American,Caprina,Fiorentina,Spiciness,FishTopping,HotSpicedBeefTopping,MushroomTopping,ValuePartition,VegetarianPizza,PrinceCarlo,VegetarianTopping,HotGreenPepperTopping,HerbSpiceTopping,RealItalianPizza,Mushroom,SpinachTopping,FourSeasons,CaperTopping,GoatsCheeseTopping,SlicedTomatoTopping,PepperTopping,VegetableTopping,LeekTopping,AsparagusTopping,FourCheesesTopping,CajunSpiceTopping,DomainConcept,ParmesanTopping,ThinAndCrispyBase,Pizza,Capricciosa,Hot,Siciliana,IceCream,LaReine,RocketTopping,MeatTopping,Cajun,Giardiniera,VegetarianPizzaEquivalent2,SultanaTopping,AmericanHot,GreenPepperTopping,InterestingPizza,Napoletana,PeperoniSausageTopping,PrawnsTopping,PizzaTopping,Parmense,GarlicTopping,DeepPanBase,ParmaHamTopping,JalapenoPepperTopping,HamTopping,PeperonataTopping,Soho,TomatoTopping,Veneziana,PolloAdAstra,QuattroFormaggi,UnclosedPizza,MozzarellaTopping,OliveTopping,CheeseTopping,CheeseyPizza,Medium,ChickenTopping,SweetPepperTopping,ArtichokeTopping,SundriedTomatoTopping,SpicyTopping,VegetarianPizzaEquivalent1,NamedPizza,Mild,MixedSeafoodTopping,Rosa,NutTopping,SpicyPizzaEquivalent,PineKernels,TobascoPepperSauce,RosemaryTopping,Margherita,FruitTopping,MeatyPizza,SpicyPizza,FruttiDiMare
QuattroFormaggi_1,0.37198624,0.586920083,0.997622192,0.995172441,0.997979581,0.943255424,0.596125901,0.828044951,0.504968166,0.892104924,0.99756074,0.996714711,0.783153057,0.402520239,0.435512841,0.273894995,0.997328162,0.703706503,0.770678282,0.432328343,0.888659418,0.778241992,0.424998164,0.997264981,0.995322406,0.716460764,0.996011138,0.380361915,0.488105744,0.384723097,0.490383714,0.694378078,0.957239568,0.630312085,0.983751655,0.506630123,0.537502348,0.773501039,0.88842684,0.952364802,0.690092325,0.908596396,0.94182539,0.310414046,0.905996203,0.290542305,0.634029448,0.33341971,0.404918432,0.820266426,0.363832623,0.379455805,0.996270895,0.995332301,0.338678509,0.793892026,0.998081207,0.363654315,0.764100194,0.753615379,0.978716195,0.4111799,0.557578623,0.979421377,0.996054292,0.756960332,0.892537117,0.894176245,0.344492286,0.930808604,0.356399983,0.283503413,0.521127224,0.406293631,0.993246675,0.616468906,0.783727169,0.995272458,0.861719787,0.822580516,0.736461937,0.523593783,0.842608392,0.995232642,0.996634662,0.997100294,0.987073183,0.863525748,0.362382442,0.6869452,0.995973766,0.991817832,0.995553315,0.915390551,0.338731498,0.633220315,0.997207582,0.996353626,0.296316087
Caprina_1,0.329903692,0.582042694,0.997921288,0.995680571,0.998270273,0.94218868,0.548710048,0.840552151,0.46585241,0.888377249,0.997871518,0.997133017,0.792117178,0.370803058,0.54507637,0.2323156,0.997669518,0.694526196,0.746081293,0.389636248,0.897140741,0.77444905,0.467318892,0.997616053,0.99591738,0.718407333,0.996512115,0.39138931,0.452428341,0.344201624,0.48393631,0.712850332,0.958643734,0.661221504,0.985538721,0.492204785,0.506634176,0.784117043,0.891297638,0.952721417,0.653688014,0.915273607,0.944422364,0.27751255,0.907501221,0.250560164,0.631201386,0.28529048,0.406315118,0.822378039,0.333796293,0.370813429,0.996745586,0.995926023,0.362415284,0.810001135,0.998273969,0.330508471,0.785301805,0.757820487,0.981706798,0.381383926,0.524935782,0.98064971,0.99655652,0.763542652,0.899112105,0.909849167,0.337302297,0.931524456,0.35294354,0.273650229,0.420843393,0.362979591,0.99413538,0.618400276,0.796538115,0.995827258,0.875108242,0.806415856,0.707437932,0.561023712,0.851674259,0.995860279,0.996998668,0.997464657,0.98848176,0.875752568,0.335382134,0.686040342,0.996486187,0.992855489,0.996119022,0.915750682,0.364483148,0.644496322,0.997563362,0.996840239,0.274233341
Hot_1,0.356682599,0.626267076,0.997915089,0.99600935,0.998304963,0.954207957,0.575892448,0.830048978,0.557741523,0.904467344,0.997835219,0.997086227,0.811371863,0.337992311,0.383517712,0.279219776,0.997714996,0.675705492,0.7883389,0.480255634,0.897388697,0.818939745,0.476859868,0.997568786,0.995847702,0.721864939,0.996558011,0.351537526,0.496122807,0.377159625,0.525448322,0.733278394,0.965816081,0.589814723,0.986650586,0.560866237,0.504076302,0.791904926,0.905020893,0.95531404,0.715385079,0.91968298,0.941082835,0.34125638,0.927775681,0.275792837,0.680026531,0.308829039,0.487433136,0.833672881,0.416585326,0.365125686,0.996690035,0.995856464,0.319674224,0.806006849,0.998310208,0.348553866,0.801906526,0.767913342,0.981913269,0.407383651,0.565600395,0.980238318,0.996504784,0.773900509,0.90122503,0.905129015,0.372541785,0.938064933,0.376757443,0.27260074,0.380120665,0.435117215,0.994168162,0.603259683,0.798675895,0.995772064,0.86540556,0.821195066,0.792373061,0.472247839,0.872842193,0.996006191,0.996999383,0.997501194,0.988728166,0.887988687,0.342649817,0.692878723,0.996456325,0.992764533,0.996052742,0.922711074,0.388136864,0.614507556,0.997517467,0.996844172,0.319379628
CajunSpiceTopping_1,0.341106921,0.635521591,0.998001158,0.99602282,0.998378634,0.951638401,0.557623625,0.837161005,0.5265975,0.903207779,0.997924566,0.997218966,0.827346444,0.363269597,0.404284179,0.280487895,0.997808635,0.700398088,0.774455369,0.466622144,0.891766071,0.812966824,0.438347638,0.997672856,0.996018827,0.729047716,0.996691346,0.344458729,0.460823506,0.360387832,0.519511878,0.73231566,0.966719866,0.617657125,0.986738086,0.525293648,0.503306091,0.793053389,0.914454937,0.95827508,0.707893372,0.92102313,0.946428239,0.302313387,0.925763309,0.284421116,0.663068891,0.287211686,0.449941128,0.838581741,0.383385926,0.375301003,0.996826589,0.99602735,0.367434382,0.819792271,0.998387694,0.352449656,0.794845641,0.769755721,0.982266486,0.397277564,0.577404678,0.981518984,0.996664703,0.773427546,0.912901521,0.904165983,0.358390927,0.937935054,0.417859405,0.249630943,0.405058444,0.399154425,0.994582832,0.6057657,0.809237659,0.99593097,0.849879563,0.827414811,0.792836726,0.506019652,0.871834278,0.996139824,0.997162759,0.997532606,0.989202559,0.887943685,0.352300167,0.710879147,0.996573567,0.993094444,0.996179819,0.928406656,0.366243243,0.62075603,0.997592628,0.99697423,0.297302991
RealItalianPizza_1,0.36864233,0.649068296,0.997731864,0.995812833,0.998096645,0.949421525,0.547285438,0.808994412,0.556884766,0.901576459,0.997642457,0.996914029,0.806661665,0.363631874,0.368125528,0.285921484,0.997492671,0.664936304,0.779072285,0.482410669,0.896415055,0.823013246,0.496566027,0.997375965,0.995478868,0.729167581,0.996300161,0.336655438,0.462004572,0.371924162,0.505505502,0.735953212,0.96370405,0.604893565,0.985848308,0.560911953,0.521892011,0.784735084,0.898707151,0.9527542,0.717131853,0.912302434,0.93868643,0.35752517,0.92315644,0.295890629,0.671590567,0.342302978,0.497455031,0.838668585,0.425745338,0.366551816,0.996417165,0.995490491,0.340938061,0.803919554,0.998183191,0.380593002,0.813617289,0.765893579,0.979691446,0.423823595,0.594028234,0.97907865,0.996242762,0.772251725,0.903931081,0.892346144,0.396481603,0.935685217,0.369209498,0.294224918,0.379266113,0.402782202,0.993682742,0.582572758,0.795552194,0.99537909,0.872651458,0.801480651,0.781533718,0.518102884,0.869622409,0.995707095,0.996789515,0.997327805,0.987813354,0.889942408,0.387934685,0.678010225,0.996210933,0.992239594,0.995713115,0.922599256,0.408910275,0.661354423,0.99730128,0.996599138,0.33569783
VegetarianPizza_1,0.371292055,0.641231596,0.997982502,0.996087432,0.998238206,0.951084137,0.594162047,0.812364459,0.544928312,0.898956001,0.997903705,0.997176647,0.790717483,0.372359872,0.375645816,0.305876583,0.997754753,0.690144002,0.785263598,0.452051729,0.905290663,0.848428786,0.516850829,0.997643411,0.995978713,0.725439489,0.996668041,0.351518273,0.468701094,0.43083021,0.501690924,0.726737082,0.970638931,0.597501516,0.986942172,0.512084961,0.51712662,0.78759557,0.897580326,0.956211686,0.68713522,0.92010951,0.944879413,0.336380005,0.922677159,0.316722304,0.710415602,0.368487895,0.48500222,0.836035192,0.452909946,0.339871109,0.996794522,0.995987236,0.335827559,0.804335833,0.99836427,0.429877192,0.794047236,0.76300782,0.980718374,0.451968431,0.614646375,0.982071459,0.996616304,0.78120178,0.912948906,0.889970362,0.396267235,0.938636243,0.353439599,0.294211149,0.420811683,0.423972726,0.994534254,0.620608926,0.794396043,0.995889962,0.880137682,0.817902684,0.780703127,0.494994938,0.864681959,0.996133685,0.997092247,0.997549236,0.989063799,0.892488003,0.36424616,0.683524489,0.996538997,0.992994726,0.996177316,0.92517817,0.410487443,0.659672201,0.997598827,0.996943772,0.376171261
FishTopping_1,0.363095939,0.642476559,0.997823238,0.995431066,0.99810791,0.94283253,0.580120802,0.82397455,0.527845025,0.885752618,0.997748673,0.996967733,0.791261375,0.468849957,0.431813061,0.271024823,0.997564793,0.760224819,0.772290647,0.448427796,0.885434747,0.798207581,0.429082513,0.997475684,0.99568212,0.721457183,0.996329486,0.346356302,0.498974055,0.371673405,0.49989906,0.732737362,0.963498175,0.615751743,0.9856866,0.526267409,0.479328424,0.776108086,0.896861732,0.951106489,0.683914602,0.91517508,0.941787004,0.335418969,0.909515142,0.32367146,0.668188453,0.340645492,0.448645175,0.836242855,0.388236105,0.356728971,0.996558011,0.995691359,0.328906834,0.824380696,0.998229206,0.389828116,0.799805641,0.795967162,0.979084134,0.411619186,0.580610335,0.98052603,0.996357977,0.736853063,0.904307842,0.892458081,0.415686965,0.934167683,0.353105634,0.293417543,0.425818861,0.359010577,0.993936121,0.632446229,0.787669539,0.995586872,0.869130433,0.798212647,0.76468581,0.525494218,0.834737539,0.995788634,0.996789098,0.997323632,0.987858534,0.874249279,0.382178217,0.686902523,0.99628371,0.992445171,0.995895386,0.916603863,0.415582567,0.648394465,0.997422814,0.996718109,0.308058262
OliveTopping_1,0.292845756,0.612981975,0.997507274,0.994990647,0.998133719,0.949730337,0.516680896,0.834745109,0.466430336,0.898153007,0.99750191,0.99687469,0.806313455,0.377143025,0.390536875,0.241982892,0.9972139,0.694781065,0.736707985,0.42293033,0.8590011,0.78907609,0.491875827,0.997232497,0.995468497,0.725696087,0.995791078,0.327710301,0.464620084,0.401397884,0.479274422,0.751568854,0.958300292,0.55268544,0.98410219,0.453188509,0.477313101,0.748547912,0.904570639,0.947004855,0.65371877,0.897642016,0.938506842,0.252049595,0.912790835,0.268681288,0.639455736,0.306061983,0.376777619,0.826041937,0.379712373,0.27571851,0.996451139,0.995473444,0.35176155,0.79199475,0.998206377,0.372256964,0.792348564,0.732668281,0.976756692,0.415200353,0.605934143,0.977522552,0.996271968,0.756487131,0.893769741,0.890336096,0.363693088,0.924016118,0.351277888,0.271809369,0.386550307,0.37768501,0.993348658,0.749992728,0.777880132,0.995331109,0.851181805,0.831252694,0.765954375,0.477929324,0.843764246,0.995519876,0.996572375,0.997161984,0.986747861,0.850723743,0.332557917,0.682155252,0.996023774,0.991968811,0.995314956,0.910791934,0.370045811,0.589111269,0.99724257,0.996382117,0.320112139
PrinceCarlo_1,0.357151479,0.595071256,0.997664332,0.995582998,0.998036087,0.946898818,0.544456422,0.821712315,0.478023142,0.878193259,0.997589469,0.996760905,0.792569518,0.320659369,0.363402277,0.242336527,0.997420192,0.624927044,0.787139416,0.426672757,0.904214025,0.816313088,0.668536901,0.997291028,0.995359242,0.722483635,0.996130228,0.29692784,0.453929484,0.382049054,0.471430182,0.706072807,0.959005952,0.587032378,0.984204233,0.457446396,0.537521243,0.764430523,0.888524711,0.950342119,0.661802411,0.898140311,0.935038269,0.30270195,0.910299957,0.275592297,0.683832586,0.345425159,0.420846075,0.816013813,0.410726041,0.267249793,0.996289015,0.995367408,0.276192904,0.77198559,0.998115659,0.355217576,0.778170705,0.731698215,0.977455378,0.393667907,0.602090538,0.975933492,0.996134281,0.784040511,0.895943582,0.88529563,0.311540097,0.918568194,0.279690862,0.239030525,0.337492913,0.393087626,0.993585408,0.601387441,0.79455632,0.99505192,0.874679804,0.783332646,0.748438478,0.484179437,0.871547222,0.995583117,0.996672273,0.997153878,0.987053454,0.872824311,0.303836435,0.622397423,0.996045172,0.991904616,0.995422661,0.901064992,0.296802729,0.649795592,0.997199059,0.996392429,0.378832102
AnchoviesTopping_1,0.311993867,0.610339642,0.998034656,0.996108592,0.998284996,0.950515687,0.582595348,0.819068432,0.48894465,0.904624164,0.997959375,0.997248113,0.778074086,0.37870717,0.389309585,0.238147542,0.997814417,0.667366445,0.77363044,0.416690171,0.898541093,0.811877549,0.460519522,0.997714281,0.996085405,0.706371009,0.996754467,0.353661358,0.438353151,0.374697775,0.467307985,0.716572523,0.966026366,0.6126737,0.98706913,0.495182306,0.501730323,0.76571238,0.897039831,0.955328286,0.668455541,0.917373657,0.946017861,0.306592882,0.920276582,0.246976838,0.651959717,0.308963865,0.431827933,0.830390513,0.39087081,0.327072859,0.996879697,0.996077836,0.317228138,0.810958385,0.998394907,0.369248807,0.803988039,0.754537404,0.980715752,0.409149528,0.5608446,0.981224418,0.99669826,0.753755093,0.909670174,0.898907244,0.359122515,0.939535737,0.333848208,0.269787222,0.403931707,0.362322867,0.994501472,0.622672677,0.777950048,0.996071696,0.883265257,0.818482578,0.754576266,0.516206503,0.85455811,0.99623692,0.99718529,0.997573912,0.989222169,0.889146745,0.335566342,0.686926544,0.996630847,0.993148506,0.996278703,0.922972083,0.376118422,0.634268582,0.997663856,0.997024953,0.297635436
DeepPanBase_1,0.382332206,0.647613883,0.997906208,0.995904624,0.998172879,0.950987339,0.588615358,0.817124009,0.570343137,0.89273721,0.99782604,0.997071624,0.794888437,0.371736467,0.364606857,0.283340454,0.997671545,0.689982772,0.805234969,0.460769385,0.909824848,0.813481629,0.504395068,0.997562289,0.995830119,0.742243469,0.996542633,0.308318645,0.500810087,0.336990565,0.515237868,0.713561833,0.965529144,0.600481153,0.98643285,0.529116035,0.533844709,0.786944628,0.896620274,0.954828203,0.720716834,0.91884917,0.942845881,0.347471386,0.921602845,0.313064128,0.712174535,0.344150513,0.457083166,0.834384382,0.372452259,0.362947047,0.996675968,0.995838881,0.287349671,0.794590116,0.998290002,0.32588464,0.785397172,0.777101994,0.980424166,0.440363556,0.583120227,0.98118329,0.996482849,0.773895681,0.901351392,0.894725859,0.361101002,0.935382426,0.333079517,0.257853806,0.389788061,0.44699946,0.994218469,0.578576386,0.800573349,0.995738029,0.869329214,0.797647476,0.786864161,0.486034423,0.862262011,0.995966911,0.996997118,0.997458756,0.988647759,0.883405268,0.315284312,0.647489786,0.996411026,0.992731035,0.996035993,0.91186142,0.342610478,0.63431716,0.997511148,0.996830642,0.309268087
Mild_1,0.340271711,0.651300669,0.997940242,0.995976388,0.998202562,0.947907507,0.524424553,0.809598267,0.549815834,0.892738283,0.997861326,0.997105896,0.794839799,0.378270179,0.328098476,0.271327406,0.997701824,0.673352182,0.768578112,0.493337899,0.883075774,0.805257022,0.432510912,0.997623384,0.99589771,0.704290628,0.99659878,0.313708305,0.43351835,0.358585417,0.504185677,0.72850436,0.96717304,0.561530173,0.986393273,0.519910455,0.474117577,0.755445838,0.896619916,0.955972612,0.727412403,0.910871089,0.944002569,0.320550323,0.914024293,0.30136624,0.641923666,0.310031205,0.484639525,0.848362029,0.389434069,0.341425449,0.996758282,0.995906353,0.337628365,0.813897192,0.998326361,0.385717183,0.793106914,0.749725759,0.979539394,0.418018669,0.577244461,0.980537593,0.99653995,0.727177918,0.903874338,0.891585767,0.384374827,0.934917092,0.367663771,0.265684396,0.354500026,0.413159549,0.994285643,0.576078057,0.776215553,0.995807052,0.862954736,0.798549414,0.765791178,0.488060147,0.854606152,0.996044397,0.997041047,0.997457445,0.988903344,0.885272801,0.327573657,0.654898822,0.996469259,0.992865324,0.995995402,0.923335671,0.40840441,0.623568416,0.997517705,0.996908128,0.323473483
JalapenoPepperTopping_1,0.354944348,0.621919572,0.997617543,0.995395362,0.998056829,0.950899243,0.57752943,0.820503592,0.521352232,0.901398838,0.997526348,0.996621251,0.80259347,0.336871117,0.421592027,0.276546985,0.997385919,0.656131983,0.77247864,0.459463865,0.889969826,0.817468166,0.52345264,0.997189343,0.995256603,0.74696511,0.996066868,0.366464943,0.482400328,0.429913491,0.506375611,0.72088635,0.964242518,0.592706025,0.984900236,0.498460919,0.542646646,0.777117431,0.899916708,0.950155258,0.677814484,0.91791904,0.937772155,0.300629556,0.922554255,0.299174517,0.689543724,0.306143939,0.447061479,0.830611587,0.432217389,0.334136426,0.996228993,0.99523747,0.35499689,0.773597717,0.998054743,0.384685904,0.786704779,0.762582302,0.978462696,0.423044562,0.631818056,0.977294803,0.995998859,0.804737449,0.898781896,0.883791804,0.334380031,0.929743588,0.345825166,0.296910644,0.4296619,0.413141817,0.993572235,0.63791281,0.807530105,0.995149314,0.863939226,0.828376591,0.788316488,0.493450671,0.868869662,0.995412171,0.996525943,0.997136712,0.986975312,0.875475168,0.326933175,0.685788155,0.995907068,0.991694272,0.995448053,0.914183974,0.372140199,0.641947031,0.997136235,0.996369243,0.339880824
America,0.36071068,0.608104467,0.997698247,0.995577097,0.998084307,0.9472031,0.535473943,0.812702954,0.54615891,0.891482234,0.997612119,0.996802807,0.794017255,0.349804908,0.368730128,0.276690751,0.997442603,0.674157381,0.761844993,0.458170354,0.889292955,0.819090426,0.474643379,0.997317374,0.995420754,0.729149401,0.99622488,0.347356737,0.462213635,0.394208074,0.531207085,0.725620747,0.964039624,0.578056335,0.985148072,0.525936067,0.500247359,0.778776765,0.894135237,0.950561702,0.690282106,0.912001312,0.937005699,0.307286799,0.919628859,0.291323721,0.674347401,0.310720086,0.468009353,0.834602714,0.41671145,0.333736807,0.996349454,0.99543047,0.327185392,0.801067889,0.998146296,0.351138473,0.785343051,0.759313166,0.979559422,0.398801982,0.563299119,0.978918493,0.996166348,0.760269642,0.898992419,0.896395206,0.363317162,0.93231982,0.35909903,0.276225448,0.404347986,0.409699708,0.993596435,0.615436435,0.797515571,0.995319664,0.85876739,0.812269747,0.779099047,0.471649021,0.862905502,0.995619714,0.996707141,0.997214615,0.987591028,0.880164802,0.340577573,0.690930784,0.996058583,0.99218446,0.995646775,0.915383279,0.392799616,0.61781621,0.997266531,0.996519208,0.340688318
SloppyGiuseppe_1,0.542150974,0.652792215,0.997807205,0.995680451,0.998226464,0.95377475,0.574130833,0.808987141,0.564893901,0.88388598,0.997739553,0.996910036,0.796669483,0.409561843,0.396378577,0.30253759,0.997609377,0.701480627,0.808517337,0.462937087,0.901760101,0.797819376,0.499029368,0.997366846,0.995655775,0.764892817,0.996405363,0.359321535,0.515225172,0.349660665,0.527790844,0.719864726,0.965995491,0.576089382,0.985567689,0.493632793,0.528066397,0.789732099,0.899677396,0.949858189,0.721938372,0.926457465,0.940191627,0.377114803,0.925033629,0.361040741,0.687491775,0.310424149,0.499047548,0.822792888,0.405057043,0.3532345,0.99653852,0.995546579,0.280055225,0.796265304,0.998221815,0.313182086,0.793475449,0.786675453,0.981227934,0.39522326,0.610733986,0.980922401,0.996343076,0.772450805,0.889420986,0.895536125,0.343275458,0.931394458,0.337546021,0.261950821,0.396601051,0.477828264,0.994091094,0.55396539,0.800548494,0.995491445,0.857654035,0.794145286,0.776915312,0.475935251,0.869018912,0.995636284,0.996819496,0.997366607,0.987772226,0.873323083,0.338085473,0.633728206,0.996217906,0.992538393,0.995795727,0.901211858,0.347311974,0.645874202,0.997412264,0.996706784,0.338582903
Germany,0.314699501,0.613131344,0.997741342,0.995433867,0.998028934,0.942650139,0.577803791,0.809652805,0.510277212,0.895526469,0.997654796,0.99685812,0.768579304,0.421423107,0.374861807,0.244158655,0.99748826,0.682972908,0.766763389,0.423027068,0.893649459,0.803226054,0.470071644,0.997370362,0.995502412,0.703872383,0.996267498,0.316898912,0.4410263,0.354843795,0.458679974,0.716980457,0.959698677,0.614000976,0.985050797,0.501670003,0.485598534,0.762322009,0.893455684,0.950544,0.673228204,0.907230675,0.93923527,0.33033964,0.907464564,0.289573878,0.644399285,0.336172938,0.427862108,0.823596597,0.365407377,0.316965252,0.996414542,0.995511949,0.30295977,0.826194763,0.998173356,0.375337064,0.799990714,0.748489618,0.978524983,0.411568791,0.576404989,0.979118466,0.996222258,0.731072843,0.902356267,0.89124769,0.409006178,0.931833744,0.311284631,0.283795655,0.38572222,0.362515628,0.99371922,0.609041691,0.759962201,0.995403171,0.878972352,0.798449159,0.750837684,0.54662478,0.824025869,0.99568367,0.996675014,0.997209966,0.987414658,0.885569155,0.328199893,0.650583267,0.996128798,0.992283523,0.99572444,0.910899043,0.398844302,0.650632858,0.997315347,0.996581376,0.30389607
LeekTopping_1,0.357004076,0.637167096,0.997673929,0.995500028,0.998036444,0.938046336,0.539981782,0.799100816,0.569877982,0.877351701,0.997631192,0.996780992,0.767487049,0.3542265,0.344186574,0.253412724,0.997289777,0.67842263,0.734446645,0.478533924,0.878180981,0.789337397,0.393016279,0.997250259,0.995564342,0.69775188,0.996254563,0.283884048,0.443802148,0.343904346,0.525196731,0.719936967,0.957537413,0.573117912,0.98499006,0.664734006,0.463346869,0.76418823,0.888772964,0.949614882,0.715647161,0.899767399,0.936830103,0.362763315,0.911432922,0.260906368,0.627829373,0.28943038,0.472638845,0.807648122,0.37250337,0.366715401,0.996272802,0.995462239,0.325590372,0.846214473,0.99812609,0.31678465,0.786816597,0.765028358,0.979066014,0.384159625,0.50728035,0.977238119,0.996181488,0.735368788,0.882925093,0.895680726,0.397451192,0.93351388,0.340964884,0.248822361,0.330636919,0.371999294,0.99310863,0.536349535,0.766678452,0.995120704,0.851822495,0.763877213,0.771699011,0.481828213,0.839681864,0.995104194,0.996722281,0.997356534,0.986816823,0.884393513,0.334436357,0.649356782,0.996039391,0.992427886,0.995682836,0.914822161,0.402132809,0.599290669,0.997108161,0.99627918,0.289467484
FourSeasons_1,0.338347673,0.612214625,0.997410595,0.99523133,0.997866213,0.949310958,0.528841019,0.81624651,0.496062309,0.886731982,0.997353077,0.996521711,0.787802994,0.350838721,0.353116304,0.261528909,0.997070313,0.653932512,0.75135082,0.467353284,0.875775993,0.821111917,0.499023438,0.99685955,0.995018125,0.719864666,0.995740533,0.319200218,0.461931199,0.520221829,0.514426887,0.721765041,0.961814463,0.554174781,0.98408407,0.516368449,0.49444747,0.769592762,0.895602286,0.943129599,0.649026692,0.89397639,0.931795776,0.276226938,0.916053593,0.291671008,0.659254134,0.325556219,0.447607696,0.812333822,0.46202758,0.282703727,0.995948374,0.994829118,0.337851942,0.792762518,0.997963071,0.405087948,0.784019709,0.721644282,0.975642681,0.387311101,0.657520235,0.976601541,0.995890617,0.747144401,0.893875599,0.874657929,0.325413436,0.917823732,0.331545889,0.278577298,0.393872708,0.39314425,0.992775083,0.654451728,0.773745716,0.994866133,0.845709801,0.825260043,0.783539295,0.445014358,0.855062008,0.995154381,0.99642247,0.996971369,0.986189902,0.864674509,0.342193782,0.673617184,0.995764732,0.991345406,0.994739234,0.905203342,0.375134468,0.626580775,0.996872962,0.995933831,0.391375989
FourCheesesTopping_1,0.419938654,0.630920053,0.997720301,0.995375097,0.998231828,0.95279932,0.556107402,0.823982537,0.562782109,0.894978344,0.99763298,0.996811926,0.795194626,0.42239669,0.371881425,0.318897605,0.997616529,0.709123671,0.78095907,0.504654169,0.893915713,0.814474523,0.482248127,0.997345924,0.99546057,0.7314623,0.996332645,0.335949183,0.511269987,0.384942859,0.526103616,0.745500863,0.966226459,0.582027495,0.984997749,0.557026923,0.480991542,0.824181199,0.900673568,0.948276639,0.682075918,0.916001976,0.937479079,0.354576677,0.922361255,0.343397528,0.681791484,0.334687024,0.502234995,0.812960505,0.421619028,0.346060067,0.996381223,0.995470285,0.314553827,0.813019514,0.99813807,0.361693561,0.80558908,0.77116853,0.981257319,0.392439365,0.598756135,0.979542851,0.996170938,0.755842984,0.897510588,0.895415604,0.39244774,0.929873168,0.369625211,0.281066686,0.40483883,0.460368901,0.993655682,0.610603273,0.794832051,0.995445967,0.856939852,0.802374661,0.780592561,0.483926356,0.855802357,0.995635092,0.996790946,0.997186124,0.987372339,0.873189569,0.361861587,0.665123999,0.996183097,0.992058754,0.995684743,0.903615713,0.391148657,0.646444619,0.997290373,0.996549606,0.349152684
CheeseTopping_1,0.365658373,0.633291066,0.997657418,0.995450795,0.998098075,0.951117814,0.576414526,0.834392786,0.551282883,0.895025432,0.997544587,0.996722996,0.81784153,0.379292876,0.368810624,0.308707684,0.997488737,0.690367162,0.79985112,0.495921314,0.901424348,0.831386864,0.524600804,0.997206271,0.995291829,0.749065816,0.996178865,0.325975716,0.497452319,0.426859081,0.541415215,0.723474085,0.966920078,0.624634266,0.984897137,0.527673781,0.513594925,0.786774516,0.906312466,0.952867925,0.691840291,0.91797471,0.937692046,0.301441014,0.925028503,0.30597344,0.7230739,0.34248817,0.490208864,0.833597302,0.457163334,0.326500326,0.996238708,0.99530822,0.330944806,0.812147081,0.998123586,0.382825226,0.784213066,0.781047642,0.979715347,0.422493994,0.629004776,0.978768647,0.996119738,0.78636992,0.906426549,0.890655041,0.355118096,0.932546377,0.328152061,0.268406063,0.407827705,0.435546488,0.993669927,0.633980632,0.831927598,0.995190263,0.870397568,0.82124275,0.79988724,0.472359776,0.877784133,0.995566547,0.996658921,0.997102201,0.987205148,0.879159749,0.335648775,0.686763525,0.995922446,0.991965413,0.995525181,0.912760615,0.373230875,0.664689541,0.997148097,0.99643898,0.384417772
American_1,0.348434389,0.644441068,0.997685313,0.99516654,0.998008072,0.936159849,0.596590698,0.810469806,0.507656336,0.867743194,0.997608781,0.996807873,0.758492231,0.610445797,0.356032431,0.294371933,0.997382939,0.716647208,0.761640847,0.488589466,0.881322503,0.783573568,0.400762707,0.997342527,0.99547261,0.731230557,0.996129036,0.277953267,0.48626408,0.310692877,0.460537225,0.672154605,0.957655907,0.600351453,0.984265447,0.474448591,0.422849983,0.737682641,0.885289729,0.947773516,0.709137321,0.908822775,0.937466025,0.389892578,0.905154586,0.329570234,0.653570235,0.349336237,0.476875275,0.812537253,0.354980677,0.336914837,0.996376574,0.995464504,0.291121602,0.81953758,0.998135686,0.391485572,0.784810722,0.771093249,0.977864861,0.414583087,0.618215322,0.979723155,0.99616611,0.720460057,0.885341942,0.883328736,0.446238339,0.929428577,0.2644445,0.262343735,0.359236628,0.384549379,0.993488312,0.590999305,0.761577904,0.995251298,0.86904788,0.777160406,0.753850102,0.530103743,0.811171293,0.995388091,0.996573329,0.997182608,0.9865762,0.867216706,0.321216851,0.622720242,0.996032536,0.992223978,0.995679319,0.898589134,0.414637595,0.628016055,0.997296274,0.996406257,0.288878381
